Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
565-80-5980;C;Naypyitaw;Member;Female;Home and lifestyle;47.38;4;9.476;198.996;1/23/2019;10:25;Cash;189.52;4.761904762;9.476;7.1
225-32-0908;C;Naypyitaw;Normal;Female;Sports and travel;44.86;10;22.43;471.03;1/26/2019;19:54;Ewallet;448.6;4.761904762;22.43;8.2
512-91-0811;C;Naypyitaw;Normal;Male;Health and beauty;89.75;1;4.4875;94.2375;2/6/2019;20:05;Credit card;89.75;4.761904762;4.4875;6.6
871-39-9221;C;Naypyitaw;Normal;Female;Electronic accessories;12.45;6;3.735;78.435;2/9/2019;13:11;Cash;74.7;4.761904762;3.735;4.1
163-56-7055;C;Naypyitaw;Member;Male;Fashion accessories;48.71;1;2.4355;51.1455;3/26/2019;19:20;Cash;48.71;4.761904762;2.4355;4.1
189-98-2939;C;Naypyitaw;Normal;Male;Fashion accessories;78.55;9;35.3475;742.2975;3/1/2019;13:22;Cash;706.95;4.761904762;35.3475;7.2
551-21-3069;C;Naypyitaw;Normal;Female;Electronic accessories;23.07;9;10.3815;218.0115;2/1/2019;11:27;Cash;207.63;4.761904762;10.3815;4.9
628-34-3388;C;Naypyitaw;Normal;Male;Fashion accessories;27.38;6;8.214;172.494;1/5/2019;20:54;Credit card;164.28;4.761904762;8.214;7.9
588-01-7461;C;Naypyitaw;Normal;Female;Food and beverages;33.98;9;15.291;321.111;3/24/2019;10:43;Cash;305.82;4.761904762;15.291;4.2
861-77-0145;C;Naypyitaw;Member;Male;Electronic accessories;81.97;10;40.985;860.685;3/3/2019;14:30;Cash;819.7;4.761904762;40.985;9.2
210-67-5886;C;Naypyitaw;Member;Female;Health and beauty;98.21;3;14.7315;309.3615;2/5/2019;10:41;Credit card;294.63;4.761904762;14.7315;7.8
237-01-6122;C;Naypyitaw;Member;Female;Home and lifestyle;80.79;9;36.3555;763.4655;2/1/2019;20:31;Credit card;727.11;4.761904762;36.3555;9.5
225-98-1496;C;Naypyitaw;Normal;Female;Fashion accessories;27.02;3;4.053;85.113;3/2/2019;13:01;Credit card;81.06;4.761904762;4.053;7.1
659-36-1684;C;Naypyitaw;Member;Male;Sports and travel;57.12;7;19.992;419.832;1/12/2019;12:02;Credit card;399.84;4.761904762;19.992;6.5
336-78-2147;C;Naypyitaw;Member;Male;Home and lifestyle;63.91;8;25.564;536.844;3/13/2019;19:52;Credit card;511.28;4.761904762;25.564;4.6
189-08-9157;C;Naypyitaw;Normal;Female;Fashion accessories;31.73;9;14.2785;299.8485;1/8/2019;16:17;Credit card;285.57;4.761904762;14.2785;5.9
663-86-9076;C;Naypyitaw;Member;Female;Food and beverages;68.54;8;27.416;575.736;1/8/2019;15:57;Ewallet;548.32;4.761904762;27.416;8.5
483-71-1164;C;Naypyitaw;Normal;Female;Health and beauty;81.3;6;24.39;512.19;3/8/2019;16:43;Ewallet;487.8;4.761904762;24.39;5.3
597-78-7908;C;Naypyitaw;Normal;Male;Fashion accessories;90.22;3;13.533;284.193;2/18/2019;19:39;Cash;270.66;4.761904762;13.533;6.2
731-81-9469;C;Naypyitaw;Member;Female;Sports and travel;89.8;10;44.9;942.9;1/23/2019;13:00;Credit card;898.0;4.761904762;44.9;5.4
280-17-4359;C;Naypyitaw;Member;Male;Health and beauty;90.5;10;45.25;950.25;1/25/2019;13:48;Cash;905.0;4.761904762;45.25;8.1
338-65-2210;C;Naypyitaw;Member;Female;Health and beauty;68.6;10;34.3;720.3;2/5/2019;19:57;Cash;686.0;4.761904762;34.3;9.1
488-25-4221;C;Naypyitaw;Member;Female;Food and beverages;30.41;1;1.5205;31.9305;2/22/2019;10:36;Credit card;30.41;4.761904762;1.5205;8.4
458-41-1477;C;Naypyitaw;Normal;Female;Health and beauty;46.26;6;13.878;291.438;3/8/2019;17:11;Credit card;277.56;4.761904762;13.878;9.5
568-90-5112;C;Naypyitaw;Normal;Male;Health and beauty;66.14;4;13.228;277.788;3/19/2019;12:46;Credit card;264.56;4.761904762;13.228;5.6
584-86-7256;C;Naypyitaw;Member;Male;Sports and travel;34.56;7;12.096;254.016;3/11/2019;16:07;Credit card;241.92;4.761904762;12.096;7.3
214-17-6927;C;Naypyitaw;Normal;Female;Food and beverages;16.48;6;4.944;103.824;2/7/2019;18:23;Ewallet;98.88;4.761904762;4.944;9.9
400-89-4171;C;Naypyitaw;Normal;Female;Sports and travel;80.97;8;32.388;680.148;1/28/2019;13:05;Cash;647.76;4.761904762;32.388;9.3
894-41-5205;C;Naypyitaw;Normal;Female;Food and beverages;43.18;8;17.272;362.712;1/19/2019;19:39;Credit card;345.44;4.761904762;17.272;8.3
423-80-0988;C;Naypyitaw;Normal;Male;Sports and travel;76.4;2;7.64;160.44;1/30/2019;19:42;Ewallet;152.8;4.761904762;7.64;6.5
234-65-2137;C;Naypyitaw;Normal;Male;Home and lifestyle;95.58;10;47.79;1003.59;1/16/2019;13:32;Cash;955.8;4.761904762;47.79;4.8
733-33-4967;C;Naypyitaw;Normal;Male;Electronic accessories;20.85;8;8.34;175.14;3/3/2019;19:17;Cash;166.8;4.761904762;8.34;6.3
139-52-2867;C;Naypyitaw;Normal;Female;Fashion accessories;22.51;7;7.8785;165.4485;2/13/2019;10:50;Credit card;157.57;4.761904762;7.8785;4.8
342-65-4817;C;Naypyitaw;Member;Male;Health and beauty;86.8;3;13.02;273.42;1/28/2019;16:47;Ewallet;260.4;4.761904762;13.02;9.9
130-98-8941;C;Naypyitaw;Normal;Male;Fashion accessories;64.26;7;22.491;472.311;2/9/2019;10:00;Cash;449.82;4.761904762;22.491;5.7
434-83-9547;C;Naypyitaw;Member;Male;Food and beverages;38.47;8;15.388;323.148;1/23/2019;11:51;Cash;307.76;4.761904762;15.388;7.7
824-88-3614;C;Naypyitaw;Normal;Male;Health and beauty;34.31;8;13.724;288.204;1/25/2019;15:00;Ewallet;274.48;4.761904762;13.724;5.7
593-65-1552;C;Naypyitaw;Normal;Female;Home and lifestyle;69.81;4;13.962;293.202;1/28/2019;20:50;Credit card;279.24;4.761904762;13.962;5.9
286-43-6208;C;Naypyitaw;Normal;Female;Food and beverages;87.8;9;39.51;829.71;3/16/2019;19:08;Cash;790.2;4.761904762;39.51;9.2
556-86-3144;C;Naypyitaw;Member;Female;Fashion accessories;74.29;1;3.7145;78.0045;1/13/2019;19:30;Cash;74.29;4.761904762;3.7145;5.0
848-24-9445;C;Naypyitaw;Member;Male;Health and beauty;43.7;2;4.37;91.77;3/26/2019;18:03;Cash;87.4;4.761904762;4.37;4.9
699-01-4164;C;Naypyitaw;Normal;Male;Health and beauty;41.5;4;8.3;174.3;3/12/2019;19:58;Credit card;166.0;4.761904762;8.3;8.2
420-11-4919;C;Naypyitaw;Member;Female;Food and beverages;71.39;5;17.8475;374.7975;2/17/2019;19:57;Credit card;356.95;4.761904762;17.8475;5.5
606-80-4905;C;Naypyitaw;Member;Female;Sports and travel;19.15;6;5.745;120.645;1/29/2019;10:01;Credit card;114.9;4.761904762;5.745;6.8
426-39-2418;C;Naypyitaw;Normal;Male;Electronic accessories;61.41;7;21.4935;451.3635;1/14/2019;10:02;Cash;429.87;4.761904762;21.4935;9.8
672-51-8681;C;Naypyitaw;Member;Female;Electronic accessories;66.65;9;29.9925;629.8425;1/4/2019;18:19;Credit card;599.85;4.761904762;29.9925;9.7
263-87-5680;C;Naypyitaw;Member;Female;Home and lifestyle;28.53;10;14.265;299.565;3/18/2019;17:38;Ewallet;285.3;4.761904762;14.265;7.8
677-11-0152;C;Naypyitaw;Normal;Female;Food and beverages;93.26;9;41.967;881.307;1/16/2019;18:08;Cash;839.34;4.761904762;41.967;8.8
389-25-3394;C;Naypyitaw;Normal;Male;Electronic accessories;11.81;5;2.9525;62.0025;2/17/2019;18:06;Cash;59.05;4.761904762;2.9525;9.4
279-62-1445;C;Naypyitaw;Member;Female;Fashion accessories;12.54;1;0.627;13.167;2/21/2019;12:38;Cash;12.54;4.761904762;0.627;8.2
746-68-6593;C;Naypyitaw;Member;Female;Sports and travel;87.16;2;8.716;183.036;1/11/2019;14:29;Credit card;174.32;4.761904762;8.716;9.7
583-72-1480;C;Naypyitaw;Member;Male;Electronic accessories;37.06;4;7.412;155.652;1/31/2019;16:24;Ewallet;148.24;4.761904762;7.412;9.7
211-30-9270;C;Naypyitaw;Normal;Male;Health and beauty;17.41;5;4.3525;91.4025;1/28/2019;15:16;Credit card;87.05;4.761904762;4.3525;4.9
755-12-3214;C;Naypyitaw;Member;Female;Fashion accessories;44.22;5;11.055;232.155;3/5/2019;17:07;Credit card;221.1;4.761904762;11.055;8.6
142-72-4741;C;Naypyitaw;Member;Male;Fashion accessories;93.2;2;9.32;195.72;2/28/2019;18:37;Credit card;186.4;4.761904762;9.32;6.0
662-47-5456;C;Naypyitaw;Member;Male;Fashion accessories;35.19;10;17.595;369.495;3/17/2019;19:06;Credit card;351.9;4.761904762;17.595;8.4
883-17-4236;C;Naypyitaw;Normal;Female;Sports and travel;14.39;2;1.439;30.219;3/2/2019;19:44;Credit card;28.78;4.761904762;1.439;7.2
380-94-4661;C;Naypyitaw;Member;Male;Electronic accessories;65.94;4;13.188;276.948;2/7/2019;13:05;Credit card;263.76;4.761904762;13.188;6.9
821-07-3596;C;Naypyitaw;Normal;Female;Fashion accessories;16.45;4;3.29;69.09;3/7/2019;14:53;Ewallet;65.8;4.761904762;3.29;5.6
808-65-0703;C;Naypyitaw;Normal;Male;Home and lifestyle;35.47;4;7.094;148.974;3/14/2019;17:22;Credit card;141.88;4.761904762;7.094;6.9
687-15-1097;C;Naypyitaw;Member;Female;Health and beauty;21.12;2;2.112;44.352;1/3/2019;19:17;Cash;42.24;4.761904762;2.112;9.7
526-86-8552;C;Naypyitaw;Member;Female;Home and lifestyle;21.82;10;10.91;229.11;1/7/2019;17:36;Cash;218.2;4.761904762;10.91;7.1
376-56-3573;C;Naypyitaw;Normal;Female;Fashion accessories;95.42;4;19.084;400.764;2/2/2019;13:23;Ewallet;381.68;4.761904762;19.084;6.4
537-72-0426;C;Naypyitaw;Member;Male;Fashion accessories;70.99;10;35.495;745.395;3/20/2019;16:28;Cash;709.9;4.761904762;35.495;5.7
523-38-0215;C;Naypyitaw;Normal;Male;Home and lifestyle;37.0;1;1.85;38.85;3/6/2019;13:29;Credit card;37.0;4.761904762;1.85;7.9
593-95-4461;C;Naypyitaw;Member;Male;Home and lifestyle;74.86;1;3.743;78.603;3/24/2019;14:49;Cash;74.86;4.761904762;3.743;6.9
226-71-3580;C;Naypyitaw;Normal;Female;Sports and travel;23.75;9;10.6875;224.4375;1/31/2019;12:02;Cash;213.75;4.761904762;10.6875;9.5
558-80-4082;C;Naypyitaw;Normal;Male;Electronic accessories;27.85;7;9.7475;204.6975;3/14/2019;17:20;Ewallet;194.95;4.761904762;9.7475;6.0
211-05-0490;C;Naypyitaw;Member;Female;Electronic accessories;51.92;5;12.98;272.58;3/3/2019;13:42;Cash;259.6;4.761904762;12.98;7.5
727-75-6477;C;Naypyitaw;Normal;Male;Electronic accessories;28.84;4;5.768;121.128;3/29/2019;14:44;Cash;115.36;4.761904762;5.768;6.4
779-06-0012;C;Naypyitaw;Member;Female;Home and lifestyle;88.61;1;4.4305;93.0405;1/19/2019;10:21;Cash;88.61;4.761904762;4.4305;7.7
446-47-6729;C;Naypyitaw;Normal;Male;Fashion accessories;99.82;2;9.982;209.622;1/2/2019;18:09;Credit card;199.64;4.761904762;9.982;6.7
735-06-4124;C;Naypyitaw;Normal;Male;Food and beverages;48.61;1;2.4305;51.0405;2/25/2019;15:31;Cash;48.61;4.761904762;2.4305;4.4
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;69.33;2;6.933;145.593;2/5/2019;19:05;Ewallet;138.66;4.761904762;6.933;9.7
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;78.13;10;39.065;820.365;2/10/2019;20:51;Cash;781.3;4.761904762;39.065;4.4
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages;99.37;2;9.937;208.677;2/14/2019;17:29;Cash;198.74;4.761904762;9.937;5.2
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages;21.08;3;3.162;66.402;2/9/2019;10:25;Cash;63.24;4.761904762;3.162;7.3
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;74.79;5;18.6975;392.6475;1/10/2019;11:34;Cash;373.95;4.761904762;18.6975;4.9
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;29.67;7;10.3845;218.0745;3/11/2019;18:58;Credit card;207.69;4.761904762;10.3845;8.1
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;44.07;4;8.814;185.094;2/18/2019;16:28;Ewallet;176.28;4.761904762;8.814;8.4
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages;22.93;9;10.3185;216.6885;2/26/2019;20:26;Cash;206.37;4.761904762;10.3185;5.5
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;39.42;1;1.971;41.391;1/18/2019;15:08;Cash;39.42;4.761904762;1.971;8.4
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;94.26;4;18.852;395.892;3/12/2019;16:30;Cash;377.04;4.761904762;18.852;8.6
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;14.7;5;3.675;77.175;3/24/2019;13:48;Ewallet;73.5;4.761904762;3.675;8.5
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;7.1475;150.0975;3/28/2019;12:58;Credit card;142.95;4.761904762;7.1475;9.5
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;97.03;5;24.2575;509.4075;1/30/2019;16:24;Ewallet;485.15;4.761904762;24.2575;9.3
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;89.25;8;35.7;749.7;1/20/2019;10:13;Cash;714.0;4.761904762;35.7;4.7
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;99.3;10;49.65;1042.65;2/15/2019;14:53;Credit card;993.0;4.761904762;49.65;6.6
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.512;31.752;3/4/2019;15:44;Cash;30.24;4.761904762;1.512;8.4
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18.775;394.275;3/8/2019;20:01;Credit card;375.5;4.761904762;18.775;9.3
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;95.44;10;47.72;1002.12;1/9/2019;13:45;Cash;954.4;4.761904762;47.72;5.2
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;94.47;8;37.788;793.548;2/27/2019;15:12;Cash;755.76;4.761904762;37.788;9.1
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;99.79;2;9.979;209.559;3/7/2019;20:37;Ewallet;199.58;4.761904762;9.979;8.0
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;41.24;4;8.248;173.208;2/19/2019;16:23;Cash;164.96;4.761904762;8.248;7.1
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16.336;343.056;1/6/2019;12:12;Cash;326.72;4.761904762;16.336;9.1
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23.094;484.974;3/14/2019;19:33;Cash;461.88;4.761904762;23.094;5.6
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;14.36;10;7.18;150.78;1/27/2019;14:28;Cash;143.6;4.761904762;7.18;5.4
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21.033;441.693;3/14/2019;17:54;Ewallet;420.66;4.761904762;21.033;5.2
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;42.08;6;12.624;265.104;1/29/2019;12:25;Cash;252.48;4.761904762;12.624;8.9
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;95.49;7;33.4215;701.8515;2/22/2019;18:17;Ewallet;668.43;4.761904762;33.4215;8.7
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19.396;407.316;2/6/2019;17:20;Ewallet;387.92;4.761904762;19.396;9.4
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.661;55.881;3/19/2019;14:35;Cash;53.22;4.761904762;2.661;4.2
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;74.89;4;14.978;314.538;3/1/2019;15:32;Ewallet;299.56;4.761904762;14.978;4.2
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14.031;294.651;3/11/2019;13:37;Cash;280.62;4.761904762;14.031;6.0
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;54.07;9;24.3315;510.9615;1/27/2019;14:55;Ewallet;486.63;4.761904762;24.3315;9.5
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;80.48;3;12.072;253.512;2/15/2019;12:31;Cash;241.44;4.761904762;12.072;8.1
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11.829;248.409;3/25/2019;20:18;Credit card;236.58;4.761904762;11.829;9.4
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9.244;194.124;3/12/2019;20:04;Credit card;184.88;4.761904762;9.244;6.2
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;13.98;1;0.699;14.679;2/4/2019;13:38;Ewallet;13.98;4.761904762;0.699;9.8
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;97.79;7;34.2265;718.7565;2/16/2019;17:30;Ewallet;684.53;4.761904762;34.2265;4.9
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;23.82;5;5.955;125.055;1/28/2019;19:24;Ewallet;119.1;4.761904762;5.955;5.4
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;45.38;4;9.076;190.596;1/8/2019;13:48;Credit card;181.52;4.761904762;9.076;8.7
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;81.51;1;4.0755;85.5855;1/22/2019;10:57;Ewallet;81.51;4.761904762;4.0755;9.2
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;38.6;3;5.79;121.59;3/28/2019;13:57;Ewallet;115.8;4.761904762;5.79;7.5
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;84.05;3;12.6075;264.7575;1/23/2019;13:29;Cash;252.15;4.761904762;12.6075;9.8
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;97.21;10;48.605;1020.705;2/8/2019;13:00;Credit card;972.1;4.761904762;48.605;8.7
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0.814;17.094;3/9/2019;15:36;Cash;16.28;4.761904762;0.814;5.0
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;43.27;2;4.327;90.867;3/8/2019;16:53;Ewallet;86.54;4.761904762;4.327;5.7
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;99.24;9;44.658;937.818;3/19/2019;19:09;Ewallet;893.16;4.761904762;44.658;9.0
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;82.93;4;16.586;348.306;1/20/2019;16:51;Ewallet;331.72;4.761904762;16.586;9.6
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;17.04;4;3.408;71.568;3/8/2019;20:15;Ewallet;68.16;4.761904762;3.408;7.0
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;40.86;8;16.344;343.224;2/7/2019;14:38;Credit card;326.88;4.761904762;16.344;6.5
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;17.44;5;4.36;91.56;1/15/2019;19:25;Cash;87.2;4.761904762;4.36;8.1
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;12.78;1;0.639;13.419;1/8/2019;14:11;Ewallet;12.78;4.761904762;0.639;9.5
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;27.66;10;13.83;290.43;2/14/2019;11:26;Credit card;276.6;4.761904762;13.83;8.9
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6.861;144.081;3/10/2019;17:38;Credit card;137.22;4.761904762;6.861;6.5
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;46.57;10;23.285;488.985;1/27/2019;13:58;Cash;465.7;4.761904762;23.285;7.6
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;35.89;1;1.7945;37.6845;2/23/2019;16:52;Credit card;35.89;4.761904762;1.7945;7.9
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;40.52;5;10.13;212.73;2/3/2019;15:19;Cash;202.6;4.761904762;10.13;4.5
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;73.95;4;14.79;310.59;2/3/2019;10:02;Cash;295.8;4.761904762;14.79;6.1
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;22.62;1;1.131;23.751;3/17/2019;18:58;Cash;22.62;4.761904762;1.131;6.4
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;54.55;10;27.275;572.775;3/2/2019;11:22;Credit card;545.5;4.761904762;27.275;7.1
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;37.15;7;13.0025;273.0525;2/8/2019;13:12;Credit card;260.05;4.761904762;13.0025;7.7
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;21.58;1;1.079;22.659;2/9/2019;10:02;Ewallet;21.58;4.761904762;1.079;7.2
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;98.84;1;4.942;103.782;2/15/2019;11:21;Cash;98.84;4.761904762;4.942;8.4
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;83.77;6;25.131;527.751;1/23/2019;12:10;Ewallet;502.62;4.761904762;25.131;5.4
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;84.07;4;16.814;353.094;3/7/2019;16:54;Ewallet;336.28;4.761904762;16.814;4.4
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;65.97;8;26.388;554.148;2/2/2019;20:29;Cash;527.76;4.761904762;26.388;8.4
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;32.8;10;16.4;344.4;2/15/2019;12:12;Cash;328.0;4.761904762;16.4;6.2
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;36.98;10;18.49;388.29;1/1/2019;19:48;Credit card;369.8;4.761904762;18.49;7.0
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;22.96;1;1.148;24.108;1/30/2019;20:47;Cash;22.96;4.761904762;1.148;4.3
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;6.06;127.26;3/5/2019;13:44;Credit card;121.2;4.761904762;6.06;8.4
